tenure_months,age,monthly_charges,total_charges,num_support_calls,avg_gb_download,household_size,num_addon_services,late_payments_12m,contract_type,payment_method,has_online_security,has_tech_support,has_paperless_billing,churned
21,59,75.76,1636.07,3,6.1,1,3,2,1,2,1,1,1,0
23,29,64.95,1543.84,1,22.8,4,5,0,1,2,1,1,0,0
69,55,33.95,2279.99,2,61.0,5,6,1,0,2,0,1,0,0
24,31,91.2,2274.9,2,41.1,1,0,0,0,1,0,0,1,1
43,39,55.12,2201.6,3,40.4,5,4,1,0,0,0,1,0,0
48,35,73.72,3527.71,3,56.0,6,2,3,0,2,0,1,1,1
13,29,66.24,820.77,0,29.2,1,1,2,1,0,0,0,1,1
22,47,73.94,1552.06,3,8.4,4,3,0,1,3,0,0,0,1
47,46,79.22,3747.78,4,59.0,3,0,0,0,0,1,1,0,0
23,56,41.47,990.57,3,42.2,1,2,2,0,0,0,0,1,1
47,49,72.91,3396.14,1,59.6,2,3,1,2,3,0,1,1,0
61,71,75.14,4698.3,5,83.5,3,6,1,1,3,1,0,1,1
34,38,78.91,2653.63,4,19.2,1,4,0,0,1,1,0,0,0
62,77,46.52,2844.25,3,26.5,6,6,1,1,0,1,1,0,1
46,29,65.81,2771.21,2,40.3,4,3,1,1,3,0,0,1,0
33,48,133.48,4442.58,1,81.6,6,5,0,1,2,0,1,0,0
17,29,88.58,1561.09,3,19.2,4,2,1,0,3,0,0,0,1
19,80,91.59,1713.39,0,14.5,1,1,2,1,1,0,0,1,0
60,53,106.3,5750.47,2,20.0,2,0,1,2,1,0,0,1,0
65,48,62.69,3860.4,1,29.5,5,3,1,2,3,0,1,1,0
43,50,39.64,1674.85,1,50.3,1,4,0,0,1,1,0,1,0
43,71,55.44,2268.83,2,31.8,2,0,2,0,2,1,1,1,1
54,62,33.88,1701.88,1,39.0,6,2,3,1,2,0,0,0,0
56,75,26.4,1470.29,0,52.3,5,5,0,1,2,1,1,0,0
28,55,52.17,1337.56,0,7.3,6,0,2,0,1,1,1,0,1
51,58,53.2,2452.59,4,56.2,2,2,1,0,2,1,1,0,1
2,65,18.0,33.63,1,44.2,4,0,1,1,2,0,0,0,1
49,48,61.37,2768.63,1,74.9,5,6,1,0,3,1,1,1,0
63,64,58.2,3686.64,1,23.6,5,3,0,0,0,1,1,0,0
72,59,41.32,3026.82,4,23.3,5,3,0,1,0,1,1,0,0
14,27,97.78,1274.98,2,19.2,3,1,1,0,3,1,0,0,1
35,49,92.11,3357.25,3,20.5,6,5,3,1,3,1,0,0,1
21,63,69.57,1519.37,3,19.0,2,3,1,1,3,1,1,0,0
37,29,95.53,3238.97,2,82.7,4,5,1,2,1,0,1,0,0
2,32,101.66,191.66,2,35.4,6,2,0,2,0,1,0,0,1
61,39,56.72,3257.92,3,8.8,3,6,0,0,2,0,1,1,0
47,74,87.85,3811.53,7,46.6,2,5,1,2,0,1,0,0,0
56,69,50.59,2780.86,5,44.1,2,6,0,0,3,0,0,0,0
55,48,50.32,2813.32,1,30.3,2,3,5,0,0,0,1,1,0
72,34,70.34,5228.3,7,36.6,6,0,1,0,3,0,1,1,1
38,37,79.15,3005.97,2,33.6,1,2,1,0,3,0,1,1,1
11,71,105.97,1144.25,1,11.0,6,0,1,0,0,0,1,1,1
69,61,76.34,5514.04,0,43.5,4,2,1,1,3,1,1,1,0
70,44,70.35,4998.36,0,9.2,3,4,0,0,1,1,0,0,0
29,74,34.62,923.03,1,70.1,6,0,1,0,0,0,0,1,0
14,36,73.03,972.02,3,55.0,2,1,1,1,1,0,1,0,0
46,73,30.33,1412.1,2,20.2,4,0,0,1,1,1,1,1,0
44,65,70.34,3047.14,0,28.1,5,4,1,0,1,1,0,1,0
44,23,53.52,2471.5,4,60.9,1,3,1,1,1,1,0,1,1
51,46,87.79,4280.06,2,7.5,6,4,0,0,2,1,0,0,1
40,45,76.94,2939.07,3,14.0,6,2,4,2,3,0,0,0,0
15,75,84.37,1210.51,3,48.2,4,0,2,0,0,0,1,1,1
63,76,82.71,5249.45,5,43.9,2,2,2,0,0,1,0,1,0
30,70,68.09,2089.2,4,41.1,2,6,0,0,1,1,1,1,0
28,76,64.49,1872.65,2,64.9,2,0,1,2,3,1,1,1,0
44,39,83.89,3472.99,6,40.1,1,2,0,2,0,0,1,0,0
25,77,33.48,842.48,2,19.4,4,1,1,0,0,0,0,0,1
56,47,46.59,2711.89,1,19.3,1,4,3,0,0,0,0,0,0
19,53,85.93,1699.27,1,37.2,6,6,2,1,0,1,1,1,1
44,34,73.07,3025.9,1,60.0,1,0,0,0,3,0,1,1,0
69,54,112.08,6984.65,1,15.4,2,1,0,0,0,1,1,1,1
10,44,87.77,891.87,2,13.1,4,3,0,0,0,0,0,0,1
71,67,33.28,2168.77,1,59.9,6,2,0,1,1,0,1,0,0
3,34,46.84,126.6,2,16.5,4,3,0,1,0,0,0,1,1
17,58,47.98,847.58,5,10.6,3,3,1,2,2,1,0,0,1
39,63,76.62,2946.95,4,104.9,4,1,3,0,0,0,0,0,0
55,27,37.12,1878.27,8,43.7,6,1,0,0,3,1,1,1,0
16,30,29.78,458.33,2,27.2,3,1,1,0,1,1,1,1,1
23,49,50.09,1135.08,3,39.3,6,6,1,1,3,0,0,0,1
51,57,52.16,2535.94,3,38.7,6,2,0,0,1,0,1,0,0
25,39,115.2,2822.68,2,21.2,6,5,2,1,0,1,0,1,1
56,60,91.07,4729.82,1,7.9,6,5,1,2,2,1,0,0,0
48,70,19.61,927.27,2,22.8,4,2,3,0,0,0,0,0,1
18,32,37.78,647.94,2,22.7,2,5,0,0,1,1,1,1,0
61,33,134.79,7476.97,1,7.8,1,6,3,0,0,0,0,0,1
70,34,111.07,7005.23,1,15.1,6,5,1,0,0,0,1,1,0
54,62,54.88,3105.26,0,53.2,2,6,2,0,2,1,0,1,0
51,67,82.07,4262.25,4,12.1,3,0,2,2,0,0,1,1,0
25,35,74.73,1793.61,3,65.7,4,5,3,1,1,1,0,0,1
63,27,106.04,6342.19,2,21.3,1,5,1,1,2,0,1,1,0
17,64,89.28,1492.49,1,39.0,4,1,2,0,0,0,0,0,1
72,54,78.13,5395.54,2,63.8,1,2,2,0,1,0,0,1,1
54,31,113.02,6138.3,1,42.5,6,3,1,1,2,0,1,1,0
49,25,75.39,3682.97,2,43.8,6,0,1,2,0,1,1,0,1
46,70,72.9,3046.73,1,40.5,5,3,1,0,1,0,1,1,1
10,55,53.14,529.27,1,27.9,5,0,0,0,0,1,0,1,1
22,45,103.72,2111.12,4,119.5,4,6,0,1,1,0,0,1,1
51,69,67.59,3429.5,2,14.8,2,5,0,1,2,0,0,0,0
29,26,54.13,1559.17,1,73.0,5,1,1,0,3,1,1,0,0
20,21,96.36,1985.92,1,36.5,2,5,0,0,0,1,0,1,0
51,58,84.91,4232.72,3,57.0,4,0,0,2,2,1,0,1,0
30,25,56.66,1591.48,5,43.5,1,2,0,2,2,0,0,1,0
43,73,112.1,4907.34,1,46.3,4,0,0,0,1,1,1,0,0
46,42,51.16,2205.36,3,42.6,5,2,2,0,1,1,1,1,1
6,70,68.07,378.09,3,52.0,6,6,1,1,0,1,0,0,0
70,44,67.93,4578.3,1,45.3,1,6,1,1,0,1,1,0,0
7,61,115.4,836.09,1,22.1,3,1,0,0,2,0,0,1,1
3,34,103.46,289.75,2,30.6,5,5,0,0,2,0,0,0,1
22,22,35.09,806.25,0,18.8,2,6,1,0,3,0,0,0,1
51,41,39.46,2093.21,2,28.4,4,4,0,1,1,1,0,1,0
58,59,99.14,5176.52,2,50.4,2,6,1,0,0,1,0,1,0
42,36,91.99,3871.35,4,11.0,3,2,1,0,2,1,0,0,1
24,36,56.9,1298.86,1,48.0,2,6,1,1,2,1,1,1,0
63,60,57.03,3757.75,3,45.1,3,3,0,0,0,1,1,1,0
52,69,91.16,4328.73,2,44.8,6,6,1,0,3,0,1,0,1
69,24,100.01,7175.71,1,27.0,6,2,1,2,3,0,1,0,0
66,77,72.41,4890.89,1,7.4,6,2,3,2,1,0,1,1,0
10,52,101.74,1024.2,3,17.8,2,3,2,2,1,0,0,1,0
18,55,82.46,1513.72,4,66.9,1,0,1,0,1,0,1,0,1
8,62,99.18,720.24,3,21.1,3,2,2,1,0,0,1,0,1
61,41,55.62,3540.73,5,20.5,2,4,1,0,0,0,0,1,0
9,55,72.36,608.32,5,20.2,6,3,0,0,3,0,1,0,1
39,34,69.67,2483.55,1,54.9,6,4,0,1,2,1,0,0,0
65,20,84.49,5250.99,3,17.3,4,2,1,2,0,1,0,0,0
18,62,71.96,1253.39,2,26.2,1,0,4,2,0,1,1,1,1
29,79,48.81,1351.23,2,33.6,5,0,2,2,0,0,0,1,0
55,21,119.38,6734.38,0,27.2,3,2,0,2,3,0,1,1,1
15,40,58.13,822.73,1,68.5,4,5,0,2,3,1,1,0,0
6,44,82.92,479.88,3,55.4,3,0,0,0,0,0,0,0,1
52,60,88.55,4439.92,4,52.0,1,6,1,2,2,1,0,1,0
38,55,86.21,3257.37,2,62.8,3,4,1,1,2,1,0,0,1
62,55,103.64,6054.61,2,6.4,1,3,2,0,0,1,0,1,1
64,39,90.51,5805.26,2,24.7,3,0,0,0,3,1,0,1,0
19,31,62.57,1167.35,4,35.7,6,5,0,1,2,1,1,0,0
69,38,18.82,1216.17,4,29.3,5,1,0,1,3,0,1,0,0
11,44,122.05,1344.7,1,38.6,3,6,3,2,3,1,1,1,0
9,37,56.93,468.76,5,35.3,2,0,1,1,1,0,1,0,1
13,36,65.28,765.39,1,36.0,3,0,2,1,1,1,0,0,1
63,47,78.41,4586.13,0,34.8,2,6,1,1,0,0,0,1,0
64,40,93.03,5524.5,1,6.8,1,1,1,0,0,1,1,0,0
67,50,77.13,5321.83,1,31.6,5,3,0,0,0,1,0,1,0
17,76,90.66,1484.1,5,23.2,2,1,0,1,3,0,0,0,1
36,32,84.59,2977.1,2,19.7,3,4,1,1,2,0,1,0,0
13,74,56.31,685.28,2,32.6,6,1,3,2,2,0,1,1,1
57,75,60.78,3166.05,2,26.5,4,1,0,0,1,1,0,0,0
62,57,117.05,7613.21,3,14.3,1,1,1,1,0,1,0,0,0
4,29,32.55,128.79,2,82.3,6,1,4,0,1,0,1,1,1
50,34,80.53,4119.81,2,27.2,1,4,1,1,1,1,1,1,1
45,43,71.32,3101.5,2,41.5,3,0,0,2,1,1,1,1,1
27,38,85.12,2328.85,2,41.8,5,5,0,0,3,0,0,0,0
60,79,60.86,3526.12,4,20.4,1,5,0,0,0,1,1,1,0
42,36,58.28,2563.89,3,46.8,4,0,1,0,2,0,0,1,0
63,31,45.67,2999.56,2,16.9,3,4,2,0,0,0,1,1,0
13,36,95.4,1163.64,3,81.5,1,6,2,1,1,0,1,0,1
36,42,78.32,2554.19,1,28.8,5,1,4,2,0,0,0,0,1
19,44,92.38,1780.88,2,36.1,6,0,2,0,3,0,0,1,1
47,66,113.29,4997.64,3,22.9,6,6,1,2,2,1,1,1,0
30,27,67.91,2092.49,1,20.0,4,3,0,2,2,0,0,1,1
21,54,76.78,1498.16,4,43.3,2,1,1,2,0,1,1,0,0
69,75,86.08,5629.97,1,24.4,4,5,0,0,2,1,1,0,0
63,59,64.82,4221.39,2,15.4,5,2,0,1,1,0,1,0,0
14,57,88.04,1241.8,2,15.6,4,6,2,0,0,1,0,0,1
27,63,52.88,1296.45,1,35.8,1,4,1,0,0,1,1,0,1
68,23,21.37,1507.29,1,20.4,4,4,0,0,3,0,0,0,0
21,18,44.39,891.04,0,77.4,6,2,0,0,0,1,0,0,0
28,38,85.29,2277.2,1,33.1,6,2,3,1,2,0,0,1,0
51,32,56.68,2799.58,0,50.5,1,5,1,2,3,0,1,0,0
15,60,68.95,974.53,2,21.0,5,4,5,0,2,0,1,0,1
64,58,82.29,4863.68,1,29.4,6,2,2,0,3,1,0,0,1
55,66,32.18,1715.95,3,55.5,5,3,0,1,3,1,0,0,0
53,37,88.77,4627.81,2,39.0,5,6,1,2,1,0,1,0,0
61,41,91.03,5558.78,1,28.7,1,1,0,2,3,0,0,0,0
44,34,64.1,2806.13,4,23.6,1,2,2,2,1,0,0,1,0
50,23,126.19,6554.71,3,9.3,3,1,1,0,0,0,1,1,0
33,31,111.7,3406.47,1,34.6,4,6,0,0,1,1,1,0,0
33,40,27.03,808.49,0,36.4,1,3,1,0,3,1,0,0,0
19,51,90.08,1702.46,1,29.9,3,4,0,1,1,0,1,0,1
22,23,47.02,1063.79,0,14.7,4,2,0,2,2,1,1,1,0
66,80,32.54,2009.22,2,43.7,2,5,2,2,1,1,1,0,0
23,80,65.31,1390.08,3,53.1,3,2,1,2,0,0,0,0,1
40,42,70.11,2703.01,5,25.3,6,6,1,0,2,1,1,0,1
21,74,65.5,1286.56,5,53.3,4,0,0,0,0,0,0,1,0
67,54,68.49,4622.59,1,59.3,5,0,1,0,0,0,0,0,0
17,49,120.78,1850.52,3,68.5,5,1,1,1,0,0,0,0,1
35,60,36.71,1196.49,1,67.4,4,6,0,0,0,1,1,0,0
40,40,38.82,1625.0,4,31.2,1,5,0,2,3,0,0,0,1
24,71,76.19,1866.08,5,86.3,3,3,1,0,3,0,1,1,0
5,61,69.26,311.93,3,62.7,2,6,0,2,1,0,0,1,0
55,49,52.68,2811.96,3,70.2,2,1,0,0,0,0,0,1,0
59,48,53.38,2941.94,2,63.1,3,2,3,2,0,0,1,0,0
54,55,62.34,3358.08,4,15.4,2,5,1,0,0,1,1,0,0
57,34,59.61,3286.88,3,78.7,5,5,0,0,3,1,1,1,1
33,63,69.28,2178.09,0,37.8,6,3,2,2,1,0,0,1,0
2,44,48.88,93.37,3,41.4,1,4,0,1,0,0,1,1,1
27,73,56.96,1455.03,2,57.2,6,4,0,2,2,1,0,1,0
19,28,94.62,1729.38,1,50.6,6,4,0,0,1,1,0,0,1
42,74,119.83,4687.98,1,70.0,3,3,3,0,0,1,1,0,0
54,31,60.9,3125.3,2,3.9,3,0,1,0,2,0,0,0,0
56,21,69.27,3642.68,3,48.7,1,0,1,0,2,0,1,1,0
16,36,74.77,1118.3,4,43.7,2,5,0,0,1,1,1,0,0
67,69,70.1,4548.05,2,35.4,4,4,1,0,0,1,0,0,0
53,37,38.42,2018.6,2,31.4,1,1,0,1,3,0,0,1,0
71,69,90.63,6667.0,0,19.5,1,3,1,2,1,1,0,1,0
24,49,70.37,1617.01,2,10.7,6,4,2,0,2,1,0,1,1
23,61,58.17,1258.26,1,11.4,5,4,0,1,0,0,0,0,1
60,65,60.02,3341.67,3,11.7,5,1,1,0,2,0,0,0,1
40,66,51.38,1929.01,4,27.9,1,1,4,2,0,1,0,1,1
29,72,85.68,2467.35,3,9.2,5,5,2,0,0,0,0,0,1
15,49,132.03,1936.39,3,43.8,2,3,2,0,0,1,1,1,1
47,18,84.3,3937.95,1,23.0,4,1,0,0,1,0,1,1,1
48,36,112.7,5019.43,0,32.0,6,2,2,0,2,0,1,1,1
4,32,61.42,233.21,3,29.8,3,0,0,1,1,1,1,1,1
17,37,81.66,1389.78,2,20.7,3,6,0,1,2,0,0,0,1
69,72,61.59,4227.92,3,13.1,1,3,2,1,1,1,0,0,0
55,79,82.25,4367.23,2,31.3,1,5,1,1,0,0,0,1,1
10,19,100.81,910.19,0,44.7,4,4,0,2,0,1,1,1,0
49,51,47.86,2286.68,2,21.4,6,6,1,2,0,1,0,0,0
2,62,49.52,91.97,1,27.1,4,0,0,0,1,0,1,1,1
9,18,64.41,537.29,1,24.0,6,0,1,2,1,1,0,0,1
38,80,85.02,3290.11,2,14.9,5,2,1,0,1,1,1,1,0
5,54,100.91,497.94,3,35.5,6,4,0,1,1,1,0,0,0
42,38,97.28,4256.47,2,24.9,1,0,0,0,1,1,1,1,1
10,23,61.95,606.32,3,14.2,4,6,1,0,0,1,0,0,1
69,33,63.59,4399.0,1,21.4,3,0,1,0,3,1,1,0,0
57,62,109.74,5684.93,1,19.3,6,5,1,0,0,1,1,0,1
22,51,70.42,1595.29,2,63.6,5,6,1,1,3,1,1,0,1
20,42,39.21,711.79,3,46.7,2,2,1,0,1,0,0,0,1
5,35,93.41,465.55,2,15.8,3,1,0,1,0,1,0,0,1
12,59,42.91,497.79,3,61.7,6,6,0,0,1,1,0,0,1
27,36,84.36,2156.69,1,21.8,5,5,0,1,3,0,0,0,1
7,34,71.06,467.73,1,26.8,3,0,3,1,2,1,1,1,1
59,20,74.68,4226.61,2,35.8,3,6,0,0,0,0,0,0,0
63,75,109.93,6879.95,1,70.8,4,2,0,0,2,1,1,0,0
58,56,99.75,5628.85,2,22.7,3,1,1,0,0,0,0,0,0
6,29,78.89,457.01,2,54.4,4,1,0,1,2,0,1,1,1
53,58,65.39,3477.52,3,29.1,3,6,1,2,0,1,0,0,0
55,22,78.09,3963.62,3,22.9,4,0,1,0,2,1,0,0,1
65,27,85.3,5713.52,2,41.9,1,0,1,0,1,0,0,0,0
57,76,67.28,3740.44,3,41.8,6,5,0,0,0,0,0,0,0
42,24,82.97,3476.73,2,55.0,3,0,0,2,2,0,0,0,0
51,44,92.96,4489.16,1,33.6,3,6,1,1,2,0,0,1,1
64,78,95.67,6309.79,0,25.0,1,1,1,1,1,0,1,1,0
32,58,94.9,2927.15,4,15.3,2,6,3,0,1,0,1,0,1
56,45,69.8,3767.53,4,88.2,4,0,0,0,0,0,1,0,0
18,39,81.94,1531.67,1,8.5,6,1,0,0,0,1,0,0,1
13,66,53.58,658.49,3,31.9,4,3,2,0,3,0,1,0,1
28,39,107.88,2906.18,2,38.7,2,0,2,2,0,0,1,1,1
40,30,76.41,3159.92,1,21.1,5,4,0,0,1,1,1,0,1
18,72,79.56,1424.26,4,14.2,4,5,1,2,3,0,1,1,0
38,37,103.94,4144.42,4,22.7,4,4,0,2,0,0,1,0,0
37,41,58.62,2251.05,1,13.5,2,3,1,0,0,1,1,1,1
31,50,66.43,2103.87,2,28.0,2,6,0,2,0,1,0,1,1
47,61,99.81,4782.27,1,58.3,3,4,0,0,0,0,0,0,1
34,53,60.02,1863.54,2,20.7,3,1,1,0,3,0,0,0,1
3,80,49.07,153.79,1,45.8,4,0,0,2,0,1,1,0,1
17,28,46.4,716.71,1,34.0,3,3,0,1,1,0,0,1,0
33,59,84.14,2625.34,1,37.5,3,2,1,0,2,0,0,1,1
21,65,66.83,1278.93,1,69.6,5,6,0,0,2,1,1,0,1
45,73,91.86,3901.92,6,99.2,6,1,0,2,2,1,1,1,0
61,28,18.6,1099.52,0,50.8,5,6,1,0,3,1,0,0,0
37,77,45.94,1721.5,2,21.1,3,2,1,0,1,1,0,1,1
30,61,116.62,3410.15,2,55.4,4,1,1,0,0,0,1,0,1
5,23,77.7,368.7,2,28.6,5,4,0,0,2,0,0,0,1
31,73,101.37,3073.94,2,41.2,6,1,2,0,0,1,0,0,0
10,55,87.88,798.94,3,51.6,1,2,0,2,2,0,1,0,1
51,41,86.68,4390.3,0,34.1,4,3,0,2,1,1,1,1,0
30,71,56.14,1599.66,0,27.8,4,0,0,1,0,0,0,1,0
49,32,67.1,3413.31,2,75.6,2,5,4,2,0,1,1,0,0
30,49,82.76,2448.9,3,45.4,1,2,1,0,2,0,0,0,1
64,30,86.76,5361.88,0,67.7,1,2,0,1,2,0,1,0,0
70,27,68.28,4310.75,2,25.4,6,6,1,0,3,1,1,0,0
49,50,30.43,1399.93,3,36.3,2,5,0,2,3,1,1,0,0
41,37,85.41,3395.03,5,21.4,1,1,1,1,0,0,1,1,0
11,59,79.69,807.56,4,17.8,2,3,2,1,1,1,0,1,1
70,42,44.02,3122.12,0,46.7,6,6,2,1,0,0,1,1,0
38,80,102.38,3554.04,3,17.3,1,6,0,0,2,0,1,1,0
3,39,67.08,209.5,2,2.5,2,6,0,1,1,1,1,0,1
68,32,64.17,4080.09,2,44.1,2,4,0,0,2,0,0,0,0
3,68,69.47,207.31,2,74.7,5,1,0,0,3,1,0,0,0
65,43,31.65,2010.09,1,45.0,5,4,0,0,0,0,0,1,0
27,75,110.48,3117.71,1,19.2,4,5,0,2,2,1,0,0,0
22,26,75.6,1685.31,0,28.4,2,5,2,2,1,0,0,1,0
9,59,46.03,405.27,0,17.0,4,5,1,2,3,0,1,1,1
18,41,78.1,1296.64,2,78.3,1,4,1,0,2,1,0,0,1
47,37,18.0,810.28,3,15.0,6,5,0,0,0,1,0,0,1
33,77,51.9,1766.78,0,37.3,6,5,1,0,2,0,0,0,1
54,26,93.96,4991.85,0,12.8,5,5,4,0,3,0,0,1,0
60,22,42.59,2473.56,2,23.7,1,0,1,1,1,0,1,0,0
68,65,102.91,6931.22,2,59.4,6,3,1,0,2,0,1,0,0
69,53,59.83,3906.55,0,28.9,2,6,2,2,0,0,1,1,0
71,56,20.26,1422.15,0,25.7,6,6,0,0,0,1,0,1,0
47,43,55.46,2735.81,1,13.9,5,6,1,0,0,0,1,0,1
6,43,85.36,503.93,1,23.1,5,4,2,1,0,0,0,1,0
22,37,90.81,1806.49,2,11.5,6,0,2,0,0,1,0,0,1
24,32,68.99,1581.06,2,43.3,2,5,1,2,2,0,0,1,0
14,44,68.83,905.43,0,44.7,4,1,0,0,0,1,0,0,1
2,71,72.95,150.64,3,92.9,3,5,0,1,3,1,0,0,0
27,48,56.38,1439.14,0,32.7,1,4,1,0,0,1,0,0,0
1,62,73.04,74.53,6,20.8,2,1,0,0,0,0,0,1,1
61,58,40.23,2347.28,2,31.6,6,0,1,0,2,0,0,0,0
23,59,58.59,1323.32,3,92.5,6,4,1,2,2,1,0,1,1
3,44,31.57,85.46,0,45.8,2,6,2,0,2,1,0,1,0
28,41,97.43,2567.63,1,21.7,4,2,1,1,3,1,0,0,1
33,43,63.89,1941.08,2,65.3,2,3,0,0,0,1,1,1,1
47,57,87.06,3689.95,1,60.6,2,5,1,1,0,1,1,1,0
71,23,83.17,5575.59,4,32.2,3,5,0,2,3,0,1,1,0
26,58,115.18,2825.55,2,15.7,5,0,2,0,0,1,1,1,1
7,33,94.08,639.85,1,32.9,2,5,0,0,0,1,1,0,1
2,57,101.68,192.21,1,35.9,5,4,0,1,2,0,1,0,1
3,71,57.76,160.39,3,40.8,3,3,1,0,0,1,1,1,1
17,32,65.51,1068.23,0,18.7,5,2,0,0,0,1,0,1,0
57,26,80.06,4782.49,1,57.1,2,4,2,0,1,0,0,0,0
48,42,78.18,3812.8,1,35.4,6,0,2,0,1,0,0,0,1
40,67,18.0,716.22,1,62.5,3,6,1,0,3,0,0,1,0
3,49,44.48,135.58,7,37.2,3,4,1,0,1,1,1,0,1
19,79,30.25,593.42,0,55.4,6,3,0,0,0,1,1,0,1
65,63,65.17,3843.74,0,24.4,4,3,2,2,1,0,0,0,0
35,50,30.68,1072.48,1,37.5,4,4,1,0,0,0,0,0,1
71,42,99.82,6431.33,1,47.8,4,6,2,0,1,1,1,0,0
61,60,79.16,4844.72,3,46.8,6,0,0,2,0,0,0,0,0
63,75,56.64,3497.36,1,19.4,5,2,1,1,1,0,0,0,0
49,79,72.77,3370.8,1,29.8,5,6,0,1,0,1,1,1,0
71,24,62.01,4577.17,3,24.6,6,6,0,2,1,0,0,1,0
8,66,95.0,699.58,2,86.0,1,6,0,1,0,1,1,1,1
24,54,57.49,1404.76,0,37.2,5,0,1,0,2,1,1,1,1
49,20,71.03,3532.48,0,11.4,3,1,3,0,2,1,1,1,0
26,23,62.23,1467.91,1,22.9,4,3,2,0,1,1,0,0,1
70,36,58.22,3944.29,4,29.7,4,6,2,0,3,0,1,0,1
56,33,56.65,3005.55,2,41.6,2,3,1,1,1,1,1,0,0
38,52,123.8,4464.99,3,30.8,5,2,1,0,3,0,1,1,0
26,77,71.06,1851.09,2,5.8,6,4,0,0,0,0,0,0,1
27,38,73.87,1844.45,1,64.4,2,0,0,1,0,0,1,0,0
61,68,84.85,4994.28,0,26.3,2,2,3,2,1,0,0,0,1
56,67,58.87,3138.32,0,20.0,2,0,3,0,0,1,0,1,1
34,36,82.35,2533.19,4,19.6,1,1,1,1,0,0,0,0,1
2,29,22.63,41.58,4,45.1,1,3,2,0,0,0,0,1,1
64,76,106.83,6770.2,2,34.5,3,1,0,2,1,0,0,0,0
7,19,65.55,478.78,5,48.3,4,3,2,0,2,1,0,0,1
34,66,59.84,1970.1,2,30.3,3,5,1,1,2,1,0,0,1
38,66,72.24,2601.6,0,29.2,6,5,2,0,3,1,1,0,0
29,70,86.45,2277.81,4,18.2,4,6,1,0,3,1,1,1,1
15,73,120.48,1856.15,1,25.7,5,1,0,1,0,0,0,0,1
53,36,74.09,3878.93,2,32.8,4,3,1,2,0,0,0,0,0
69,77,72.13,5170.78,3,26.2,1,3,0,0,1,0,1,1,0
44,35,93.53,3958.03,2,11.4,5,1,0,0,1,1,0,1,1
50,48,47.58,2180.06,2,72.8,3,3,0,0,3,0,1,1,1
53,34,18.0,970.76,2,11.3,2,4,0,2,2,1,1,1,0
34,80,23.65,760.62,0,74.3,5,5,1,2,1,1,0,1,0
66,24,68.43,4087.18,0,11.5,2,0,0,2,1,0,0,0,0
36,60,73.1,2676.14,2,35.4,4,6,0,0,0,1,0,0,1
70,36,53.16,3696.78,2,61.3,2,6,2,0,3,1,0,0,0
20,36,79.0,1520.52,0,32.2,4,1,1,0,1,0,0,1,1
42,38,46.11,1916.71,2,57.9,5,0,0,2,3,0,1,1,0
39,71,63.09,2329.89,0,33.2,6,3,2,1,0,1,1,1,0
36,40,56.95,2043.78,3,13.1,2,0,1,0,0,1,0,0,0
11,44,84.99,889.63,2,15.0,2,2,1,0,0,1,1,1,1
55,34,56.0,2869.87,4,60.6,1,1,0,2,2,0,0,1,0
72,55,41.74,2786.69,2,47.5,2,3,0,2,2,0,0,0,0
17,43,45.52,746.21,3,37.1,2,5,1,0,2,0,0,0,1
10,41,85.74,887.34,1,18.2,1,3,1,0,2,0,1,1,1
64,48,93.94,5963.2,6,33.8,2,4,3,2,1,0,0,0,1
2,54,48.15,89.15,1,35.0,3,3,2,1,3,1,1,1,1
13,64,65.43,871.9,2,37.6,3,4,2,1,1,0,0,0,1
62,48,39.02,2347.54,3,19.7,1,4,1,2,0,1,1,0,0
53,29,37.23,2036.34,1,18.0,3,2,1,0,0,0,1,1,0
18,69,83.95,1565.27,1,28.9,1,3,0,1,0,1,1,1,0
24,20,68.48,1601.93,3,53.2,2,4,1,2,2,1,0,1,0
63,45,18.0,1109.8,4,30.5,1,2,0,2,2,1,0,0,0
70,79,50.73,3205.33,1,44.2,1,2,0,0,0,0,1,1,0
50,77,50.39,2272.91,3,20.5,6,1,0,0,3,1,1,0,0
16,56,87.14,1308.11,4,4.9,2,4,0,1,1,0,1,1,1
56,22,79.72,4045.86,1,32.5,2,2,2,0,1,1,1,1,0
63,40,49.3,3187.21,2,6.2,2,2,2,1,0,0,0,0,1
7,70,79.78,548.06,2,29.3,1,4,1,0,2,0,0,0,1
56,79,99.23,5166.91,3,49.4,4,6,1,0,2,0,0,1,0
23,56,66.42,1400.21,5,17.4,4,0,1,2,1,1,0,1,1
16,50,57.21,957.59,4,52.7,4,0,0,0,0,1,1,1,1
39,76,119.7,4468.86,3,21.4,1,3,0,0,0,0,1,0,0
27,73,103.21,2756.19,1,21.7,6,5,1,1,0,0,1,1,0
12,53,55.64,611.6,3,18.7,3,1,0,2,3,1,0,0,1
21,50,126.35,2396.14,2,50.1,5,0,1,0,0,1,0,0,0
15,52,32.23,439.43,0,26.1,1,0,1,2,1,0,1,0,0
40,34,91.75,3424.07,1,29.4,5,6,1,0,2,1,0,0,0
10,48,53.19,537.57,2,83.2,1,5,1,0,2,1,0,0,0
35,32,53.71,1950.01,1,45.2,5,5,0,2,3,1,0,1,0
14,29,118.69,1714.2,1,17.1,2,3,2,0,0,1,1,0,1
13,42,60.2,795.67,3,37.3,6,3,2,0,2,0,0,1,1
40,58,67.38,2603.5,5,32.1,5,4,2,0,0,1,0,1,0
